date,year,month,season,station,tmax,tmin,air_frost,rain,sun
1999-11-01,1999,11,autumn,armagh,10.6,4.7,1.0,79.7,52.4
1999-12-01,1999,12,winter,armagh,7.4,1.7,6.0,153.6,39.1
2000-01-01,2000,1,winter,armagh,8.0,2.4,6.0,29.3,41.9
2000-02-01,2000,2,winter,armagh,9.3,2.9,3.0,79.0,78.9
2000-03-01,2000,3,spring,armagh,11.1,4.6,2.0,28.2,82.9
2000-04-01,2000,4,spring,armagh,10.9,3.3,5.0,105.6,138.5
2000-05-01,2000,5,spring,armagh,16.6,6.5,0.0,45.2,233.1
2000-06-01,2000,6,summer,armagh,18.0,10.0,0.0,51.5,140.7
2000-07-01,2000,7,summer,armagh,20.1,10.9,0.0,13.4,119.1
2000-08-01,2000,8,summer,armagh,20.5,11.5,0.0,110.6,167.7
2000-09-01,2000,9,autumn,armagh,17.6,10.6,0.0,89.6,114.6
2000-10-01,2000,10,autumn,armagh,13.0,6.8,0.0,109.1,96.8
2000-11-01,2000,11,autumn,armagh,9.0,3.4,1.0,102.1,42.1
2000-12-01,2000,12,winter,armagh,7.6,2.6,11.0,115.8,32.2
2001-01-01,2001,1,winter,armagh,6.2,-0.1,13.0,35.6,63.6
2001-02-01,2001,2,winter,armagh,8.4,0.9,13.0,43.0,87.5
2001-03-01,2001,3,spring,armagh,8.4,1.7,9.0,55.4,117.2
2001-04-01,2001,4,spring,armagh,11.7,3.8,2.0,63.3,124.8
2001-05-01,2001,5,spring,armagh,17.4,7.5,0.0,51.7,196.7
2001-06-01,2001,6,summer,armagh,17.0,9.4,0.0,51.5,125.8
2001-07-01,2001,7,summer,armagh,19.4,11.5,0.0,41.1,121.2
2001-08-01,2001,8,summer,armagh,19.5,11.7,0.0,88.1,152.2
2001-09-01,2001,9,autumn,armagh,17.2,9.8,0.0,52.2,117.8
2001-10-01,2001,10,autumn,armagh,15.3,9.8,0.0,80.2,90.7
2001-11-01,2001,11,autumn,armagh,11.0,5.6,0.0,41.6,35.6
2001-12-01,2001,12,winter,armagh,7.8,0.5,15.0,43.1,77.0
2002-01-01,2002,1,winter,armagh,9.8,3.8,4.0,78.9,52.1
2002-02-01,2002,2,winter,armagh,9.6,3.2,2.0,110.5,84.4
2002-03-01,2002,3,spring,armagh,11.6,3.8,5.0,56.5,122.7
2002-04-01,2002,4,spring,armagh,13.0,5.1,2.0,113.2,170.6
2002-05-01,2002,5,spring,armagh,15.5,7.2,0.0,107.8,167.7
2002-06-01,2002,6,summer,armagh,16.9,10.2,0.0,76.7,128.4
2002-07-01,2002,7,summer,armagh,17.9,11.2,0.0,102.8,102.0
2002-08-01,2002,8,summer,armagh,19.7,11.9,0.0,41.4,119.4
2002-09-01,2002,9,autumn,armagh,17.8,9.8,0.0,39.9,119.9
2002-10-01,2002,10,autumn,armagh,12.7,5.9,1.0,158.0,79.4
2002-11-01,2002,11,autumn,armagh,11.4,6.0,0.0,133.9,62.0
2002-12-01,2002,12,winter,armagh,7.5,3.1,6.0,50.8,36.9
2003-01-01,2003,1,winter,armagh,7.6,1.7,11.0,70.4,61.1
2003-02-01,2003,2,winter,armagh,8.2,1.2,11.0,53.4,88.1
2003-03-01,2003,3,spring,armagh,12.4,2.0,8.0,32.1,146.1
2003-04-01,2003,4,spring,armagh,14.3,5.1,3.0,31.5,169.4
2003-05-01,2003,5,spring,armagh,14.7,7.4,0.0,108.6,144.4
2003-06-01,2003,6,summer,armagh,18.3,10.3,0.0,89.3,170.5
2003-07-01,2003,7,summer,armagh,19.8,13.1,0.0,78.7,108.9
2003-08-01,2003,8,summer,armagh,21.1,11.7,0.0,17.4,183.6
2003-09-01,2003,9,autumn,armagh,17.7,9.6,0.0,52.2,114.3
2003-10-01,2003,10,autumn,armagh,12.8,5.2,3.0,31.6,96.8
2003-11-01,2003,11,autumn,armagh,11.0,4.8,0.0,64.6,89.0
2003-12-01,2003,12,winter,armagh,8.4,2.2,8.0,53.8,51.7
2004-01-01,2004,1,winter,armagh,8.1,2.6,7.0,79.1,51.1
2004-02-01,2004,2,winter,armagh,8.9,1.3,14.0,27.1,100.0
2004-03-01,2004,3,spring,armagh,10.9,3.1,5.0,58.5,131.0
2004-04-01,2004,4,spring,armagh,12.9,5.5,0.0,53.3,150.8
2004-05-01,2004,5,spring,armagh,16.5,7.0,0.0,51.9,181.3
2004-06-01,2004,6,summer,armagh,19.0,11.1,0.0,67.5,144.2
2004-07-01,2004,7,summer,armagh,18.5,11.1,0.0,49.7,140.6
2004-08-01,2004,8,summer,armagh,20.2,12.5,0.0,100.7,166.2
2004-09-01,2004,9,autumn,armagh,17.3,10.7,0.0,77.5,118.0
2004-10-01,2004,10,autumn,armagh,12.6,5.7,1.0,143.3,99.1
2004-11-01,2004,11,autumn,armagh,10.9,6.2,2.0,36.6,43.4
2004-12-01,2004,12,winter,armagh,9.4,3.5,4.0,54.2,50.7
2005-01-01,2005,1,winter,armagh,9.2,3.6,3.0,86.7,44.4
2005-02-01,2005,2,winter,armagh,8.3,2.0,6.0,39.4,71.1
2005-03-01,2005,3,spring,armagh,11.4,4.2,5.0,47.2,82.8
2005-04-01,2005,4,spring,armagh,12.5,4.4,1.0,53.1,139.6
2005-05-01,2005,5,spring,armagh,15.1,6.1,0.0,76.7,178.4
2005-06-01,2005,6,summer,armagh,18.7,10.9,0.0,37.8,114.0
2005-07-01,2005,7,summer,armagh,19.6,12.2,0.0,66.9,118.5
2005-08-01,2005,8,summer,armagh,19.3,11.7,0.0,56.8,140.2
2005-09-01,2005,9,autumn,armagh,18.0,11.0,0.0,68.0,106.4
2005-10-01,2005,10,autumn,armagh,14.8,8.8,0.0,91.5,72.1
2005-11-01,2005,11,autumn,armagh,10.0,2.8,9.0,47.1,78.8
2005-12-01,2005,12,winter,armagh,8.6,3.0,7.0,67.9,32.2
2006-01-01,2006,1,winter,armagh,8.1,2.0,7.0,29.8,39.5
2006-02-01,2006,2,winter,armagh,8.5,1.0,12.0,29.8,86.6
2006-03-01,2006,3,spring,armagh,9.5,2.1,8.0,90.5,87.0
2006-04-01,2006,4,spring,armagh,12.7,4.0,3.0,45.2,164.2
2006-05-01,2006,5,spring,armagh,15.6,6.9,0.0,95.7,179.2
2006-06-01,2006,6,summer,armagh,20.3,10.4,0.0,14.6,186.0
2006-07-01,2006,7,summer,armagh,23.4,12.7,0.0,57.9,228.3
2006-08-01,2006,8,summer,armagh,19.3,11.7,0.0,62.1,103.3
2006-09-01,2006,9,autumn,armagh,18.8,11.3,0.0,112.4,116.5
2006-10-01,2006,10,autumn,armagh,15.7,8.5,0.0,113.7,98.5
2006-11-01,2006,11,autumn,armagh,10.9,4.0,2.0,82.4,85.1
2006-12-01,2006,12,winter,armagh,9.1,3.6,4.0,93.8,51.4
2007-01-01,2007,1,winter,armagh,9.6,3.4,6.0,78.2,56.3
2007-02-01,2007,2,winter,armagh,9.5,2.1,7.0,44.7,76.0
2007-03-01,2007,3,spring,armagh,10.9,2.8,5.0,66.8,112.8
2007-04-01,2007,4,spring,armagh,16.4,6.1,0.0,16.1,203.6
2007-05-01,2007,5,spring,armagh,16.4,6.9,0.0,49.8,237.9
2007-06-01,2007,6,summer,armagh,18.7,10.3,0.0,135.3,126.1
2007-07-01,2007,7,summer,armagh,18.8,10.9,0.0,131.0,150.0
2007-08-01,2007,8,summer,armagh,18.9,11.6,0.0,109.8,118.2
2007-09-01,2007,9,autumn,armagh,17.2,10.1,0.0,25.8,120.7
2007-10-01,2007,10,autumn,armagh,15.6,7.9,1.0,25.8,100.1
2007-11-01,2007,11,autumn,armagh,11.5,6.1,4.0,58.5,36.8
2007-12-01,2007,12,winter,armagh,9.6,3.0,4.0,80.6,45.2
2008-01-01,2008,1,winter,armagh,8.8,3.1,4.0,133.5,41.3
2008-02-01,2008,2,winter,armagh,10.2,1.7,9.0,33.4,90.4
2008-03-01,2008,3,spring,armagh,10.1,2.4,5.0,90.2,124.8
2008-04-01,2008,4,spring,armagh,12.8,3.9,4.0,19.8,187.1
2008-05-01,2008,5,spring,armagh,18.3,8.1,0.0,20.4,239.2
2008-06-01,2008,6,summer,armagh,18.1,9.4,0.0,43.8,160.4
2008-07-01,2008,7,summer,armagh,19.6,12.0,0.0,94.9,114.6
2008-08-01,2008,8,summer,armagh,18.6,12.4,0.0,151.2,69.0
2008-09-01,2008,9,autumn,armagh,16.3,9.0,0.0,98.2,88.0
2008-10-01,2008,10,autumn,armagh,12.5,5.5,2.0,79.0,117.5
2008-11-01,2008,11,autumn,armagh,9.5,4.2,3.0,36.6,51.1
2008-12-01,2008,12,winter,armagh,7.3,0.6,16.0,56.2,52.5
2009-01-01,2009,1,winter,armagh,6.9,1.0,12.0,64.4,64.2
2009-02-01,2009,2,winter,armagh,8.1,2.6,9.0,19.2,59.2
2009-03-01,2009,3,spring,armagh,11.1,2.9,6.0,32.8,108.5
2009-04-01,2009,4,spring,armagh,13.5,5.4,0.0,90.9,158.9
2009-05-01,2009,5,spring,armagh,15.4,7.0,0.0,77.7,202.5
2009-06-01,2009,6,summer,armagh,19.7,9.3,0.0,56.6,223.9
2009-07-01,2009,7,summer,armagh,19.5,12.0,0.0,97.6,151.9
2009-08-01,2009,8,summer,armagh,18.9,12.0,0.0,124.7,123.0
2009-09-01,2009,9,autumn,armagh,17.4,9.8,0.0,23.6,122.2
2009-10-01,2009,10,autumn,armagh,14.7,8.5,0.0,84.6,69.4
2009-11-01,2009,11,autumn,armagh,10.5,4.2,5.0,171.8,71.6
2009-12-01,2009,12,winter,armagh,5.8,-0.1,16.0,47.6,53.3
2010-01-01,2010,1,winter,armagh,4.9,-1.0,17.0,44.0,47.3
2010-02-01,2010,2,winter,armagh,6.2,-0.9,17.0,42.2,51.9
2010-03-01,2010,3,spring,armagh,10.5,0.9,12.0,83.7,124.1
2010-04-01,2010,4,spring,armagh,14.2,4.1,3.0,33.6,167.6
2010-05-01,2010,5,spring,armagh,15.7,6.2,0.0,41.8,195.5
2010-06-01,2010,6,summer,armagh,20.1,10.8,0.0,63.1,184.1
